Genre,Title,Audience Score,Critics Score,Synopsis,Director
sports,The Deepest Breath,93,85,"A champion freediver trains to break a world record with the help of an expert safety diver, and the two form an emotional bond that feels like fate. This heart-stopping film follows the paths they took to meet at the pinnacle of the freediving world, documenting the thrilling rewards -- and inescapable risks -- of chasing a dream through the silent depths of the ocean.",Laura McGann
sports,The Swimmers,86,83,"Based on a true story, THE SWIMMERS follows the journey from war-torn Syria to the 2016 Rio Olympics. Two young sisters embark on a harrowing journey as refugees, putting both their hearts and champion swimming skills to heroic use.",Sally El Hosaini
sports,Lady Ballers,89,43,"A once-great coach is on a journey back to victory by reuniting his former high school championship basketball team, but this time, he’s challenging them to play like girls.",Jeremy Boreing
sports,The Underdoggs,58,41,"Jaycen ""Two Js"" Jennings (Snoop Dogg) is a washed-up ex-professional football star who has hit rock bottom. When Jaycen is sentenced to community service coaching the Underdoggs, an unruly pee-wee football team in his hometown of Long Beach, California, he sees it as an opportunity to rebuild his public image and turn his life around. As Jaycen works to transform the foul-mouthed Underdoggs into top-notch champions, he reconnects with his past, including an old flame and few of his ex-teammates and rediscovers his love of the game.",Charles Stone III
sports,White Men Can't Jump,60,26,"From 20th Century Studios, the all-new comedy ""White Men Can't Jump"" is a modern remix of the iconic 1992 film that celebrates the streetball hustling culture of Los Angeles. Multi-platinum rap superstar Jack Harlow makes his movie debut as Jeremy, a former star of the game whose injuries stalled his career, and Sinqua Walls stars as Kamal, once a promising player who derailed his own future in the sport. Juggling tenuous relationships, financial pressures and serious internal struggles, the two ballers--opposites who are seemingly miles apart--find they might have more in common than they imagined possible.",Calmatic
sports,I Can,91,,"Based on a true story, a couple's adulterous affair leads to an unexpected pregnancy. They leave their spouses to begin a new life together, but their daughter, Katelyn, is born with a birth defect. While her dad believes Katelyn's condition is God’s punishment for the affair, Katelyn, with only one fully developed arm, defies all odds with an incredible gift for softball. ""I Can"" is a story about Katelyn overcoming adversity, and her dad eventually finding genuine forgiveness.",Tyler Sansom
sports,Perfect Addiction,66,,"MMA trainer Sienna thinks that she and champion boyfriend Jax are the perfect team. That is, until the day she discovers him cheating on her with her own sister. Bent on revenge, Sienna starts training the one man capable of dethroning Jax: his arch-nemesis Kayden. What begins as payback quickly turns into something much more heated as boundaries are blurred and workouts get steamy. Based on the wildly popular novel by Claudia Tan.",Castille Landon
sports,The Lionheart,95,,"In 2011, two-time Indianapolis 500 champion Dan Wheldon, nicknamed ""The Lionheart,"" died in a horrific crash at the Las Vegas Motor Speedway, shaking the world of motorsports to its core. Ten years later, Dan's two sons, Sebastian and Oliver, follow in their father's footsteps as they work through their loss the only way they know how -- getting behind the wheel to race. THE LIONHEART blends archival footage with vérité storytelling to weave together two distinct narratives: Dan's storied career in the past and the present day lives of Dan's widow Susie and sons Sebastian and Oliver. As Susie grapples with her grief and the responsibility of raising their sons alone, the two boys, ages 12 and 10, take on their father's mantle and enter the world of professional racing. As an epic sports story unfolds within the ongoing intergenerational family drama, the film explores Susie's dilemma as a mother who questions whether her family's lineage is a blessing or a burden while watching her sons, with the high-risk sport deeply embedded in their DNA, try to reconcile their father's absence by embracing the very sport that took him from them.",Laura Brownson
sports,Shooting Stars,70,54,"Shooting Stars is set in the 1990s, where a young LeBron James (Marquis ""Mookie"" Cook) and his three best friends -- Lil Dru (Caleb McLaughlin, Stranger Things), Willie McGee (Avery S. Wills, Jr., Swagger) and Sian Cotton (Khalil Everage, Cobra Kai)--declare themselves the ""Fab Four,"" after the famed Michigan Wolverines' ""Fab Five"" of that era. From the moment we meet them, we realize this group of friends, under the guidance of coach Dru Joyce (Wood Harris; Creed franchise), is connected by more than basketball. So, when the coach at the top basketball school in their district threatens to separate them by putting Lil Dru on junior varsity, the Fab Four decide to switch schools to be able to play varsity together, joining the team at a predominantly white Catholic school instead. The community takes this as an insult, but the boys' dedication to each other is more important than anything else. With their new coach (Dermot Mulroney; August: Osage County), a disgraced former college coach seeking redemption of his own, the boys, along with former rival and new teammate Romeo Travis (newcomer Sterling ""Scoot"" Henderson), will face battles not only on the court but in real life, in their quest to become national champs, and will rediscover that what matters most about the game is the people playing beside you.",Chris Robinson
sports,Sweetwater,95,25,"Hall of Famer Nat ""Sweetwater"" Clifton makes history as the first African American to sign an NBA contract, forever changing how the game of basketball is played.",Martin Guigui
sports,Torn,89,100,"Widely hailed as the greatest mountaineer of his generation, Alex Lowe was a towering figure in the world of outdoor sports. But he loomed even larger for his oldest son, Max, who was only 11 in 1999 when Alex was buried by an avalanche along with cameraman David Bridges while attempting to ski the north face of Mount Shishapangma in the Tibetan Himalaya. Seventeen years after their deaths, Lowe's and Bridges' bodies were found by two climbers attempting the same route, and in the following months, Lowe's family journeyed to the remote mountain to recover them. In the powerful and deeply moving new documentary TORN, director Max Lowe examines the long-buried feelings this unearthed for him and his family, including his mother, Jennifer; his younger brothers, Sam and Isaac; and his stepfather, Conrad Anker, Alex's climbing partner and best friend.",Max Lowe
sports,Punch,71,81,"Jim is a seventeen-year-old boxer in a small town. He is a golden boy, preparing for a fight that will elevate him to an early professional status. All bets are on his climb to success. But his father Stan is a demanding coach and a notorious alcoholic. In the town Stan is treated like a joke but he has given everything to see his son gain professional status and escape the brutality of his small world. As Jim begins to rethink why he is fighting his life tangles with Whetu, a razor-tongued, gay Maori boy who spends his days in an old shack down by the beach. With his dog Moimoi he cobbles together a fragile glamour and dreams of leaving town to become a musician. As Jim stumbles towards discovering what it really is to be a gay man, he is forced to see that strength has little to do with heroism.",Welby Ings
sports,Bye Bye Barry,98,91,"When NFL superstar Barry Sanders vanished at the height of his career, he left the NFL world in shock. He was still in his prime, chasing the all-time NFL rushing record when he boarded a flight to England and never stepped foot on the field again. Now, 24 years later, Barry retraces his steps through the streets of London to finally confront the mystery.","Paul Monusky, Micaela Powers, Angela Torma"
reality,Meet Me in Paris,88,,"Love like in the movies. Three real women follow the script and write their own endings in Meet Me in Paris, a first-of-its-kind reality rom-com and Roku Original Film from Hello Sunshine and Cinestar.",N/A
music,One Hand Don't Clap,,,"ONE HAND DON'T CLAP captures the vibrant story of calypso and the emergence of soca, through the eyes of two legendary artists, Lord Kitchener, the Grandmaster of the music and Calypso Rose, the first woman to break through in a traditionally male arena. Forging onscreen the connections between American communities and where families come from, the documentary leads audiences from New York recording studies to the awesome magic of Carnival in Trinidad & Tobago. The film features artists across the 20th century whose songs reflect regional and global themes that continue to resonate. The many generations in ONE HAND DON'T CLAP trace the evolution of a musical style whose infectious rhythms and exhilarating irreverence have found their way to ever-broadening audiences worldwide.",Kavery Dutta
music,Roots of Fire,,,"The battle to revive dying tradition comes to life through the young musicians of Southwest Louisiana in this powerful musical documentary. Amidst shuttered rural dance clubs and encroaching globalization, five Grammy award-winning artists lend their voices, examine the discrimination that almost erased their customs, and share the unique sounds created when the forces of fresh talent and deep history collide to fight for cultural survival.","Abby Berendt Lavoi, Jeremey Lavoi"
music,Bob Marley: One Love,92,44,"BOB MARLEY: ONE LOVE celebrates the life and music of an icon who inspired generations through his message of love and unity. On the big screen for the first time, discover Bob's powerful story of overcoming adversity and the journey behind his revolutionary music.",Reinaldo Marcus Green
music,Priscilla,63,84,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend. Through Priscilla’s eyes, Sofia Coppola tells the unseen side of a great American myth in Elvis and Priscilla's long courtship and turbulent marriage, from a German army base to his dream-world estate at Graceland, in this deeply felt and ravishingly detailed portrait of love, fantasy, and fame.",Sofia Coppola
music,Coco,94,97,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",Lee Unkrich
music,I Can Only Imagine,91,67,"Growing up in Greenville, Texas, Bart Millard suffers physical and emotional abuse at the hands of his father, Arthur. When Arthur becomes terminally ill, he finds redemption by embracing his faith and rediscovering his love for his son. Years later, Bart's troubled childhood and mended relationship with his dad inspires him to write the hit song ""I Can Only Imagine"" as singer of the Christian band MercyMe.","Andrew Erwin, Jon Erwin"
music,Elvis,94,77,"The film explores the life and music of Elvis Presley (Austin Butler), seen through the prism of his complicated relationship with his enigmatic manager, Colonel Tom Parker (Tom Hanks). The story delves into the complex dynamic between Presley and Parker spanning over 20 years, from Presley's rise to fame to his unprecedented stardom, against the backdrop of the evolving cultural landscape and loss of innocence in America. Central to that journey is one of the most significant and influential people in Elvis's life, Priscilla Presley (Olivia DeJonge).",Baz Luhrmann
music,Stop Making Sense,97,100,Filmmaker Jonathan Demme captures Talking Heads and an ecstatic ensemble of musicians at their exhilarating best in this iconic live performance.,Jonathan Demme
music,Maestro,57,79,"Maestro is a towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",Bradley Cooper
music,Yesterday,89,63,"Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that The Beatles have never existed. Performing songs by the greatest band in history to a world that has never heard them, Jack becomes on overnight sensation with a little help from his agent.",Danny Boyle
music,Amy,87,96,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,Asif Kapadia
music,Bohemian Rhapsody,85,60,"Freddie Mercury -- the lead singer of Queen -- defies stereotypes and convention to become a beloved entertainer; the band's popular songs lead to Queen's rise in the 1970s; after leaving the group to pursue a solo career, Mercury reunites with Queen for the benefit concert Live Aid -- resulting in one of the most memorable performances in rock 'n' roll.",Bryan Singer
music,A Star Is Born,79,90,"Seasoned musician Jackson Maine discovers -- and falls in love with -- struggling artist Ally. She has just about given up on her dream to make it big as a singer until Jackson coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jackson fights an ongoing battle with his own internal demons.",Bradley Cooper
music,Almost Famous,92,91,"Set in 1973, it chronicles the funny and often poignant coming of age of 15-year-old William, an unabashed music fan who is inspired by the seminal bands of the time. When his love of music lands him an assignment from Rolling Stone magazine to interview the up-and-coming band Stillwater -- fronted by lead guitar Russell Hammond and lead singer Jeff Bebe William embarks on an eye-opening journey with the band's tour, despite the objections of his protective mother.",Cameron Crowe
music,Flora and Son,83,93,"Single mom Flora (Eve Hewson) is at a loss about what to do with her rebellious teenage son, Max (Orén Kinlan). Encouraged by the police to find Max a hobby, Flora tries to occupy him with a beat-up acoustic guitar. With the help of a washed-up LA musician (Joseph Gordon-Levitt), Flora and Max discover the transformative power of music. From the musical mind of John Carney, ""Flora and Son"" explores the bond between a mother and son on a journey toward a new harmony.",John Carney
music,Sing Street,92,95,"In 1985, a Dublin teenager (Ferdia Walsh-Peelo) forms a rock 'n' roll band to win the heart of an aspiring model (Lucy Boynton).",John Carney
music,Forever My Girl,79,24,"Liam Page is a country music superstar who left his bride Josie at the altar to pursue fame and fortune. Page never got over Josie, his one true love, or forgot his Southern roots in the small community where he was born and raised. Now, he must unexpectedly face the consequences of his actions when he returns to his hometown for the funeral of his best friend from high school.",Bethany Ashton Wolf
music,Weird: The Al Yankovic Story,80,84,"Daniel Radcliffe is ""Weird Al"" Yankovic in the unexaggerated true story about the greatest musician and sex symbol of our time. With Evan Rachel Wood and Rainn Wilson.",Eric Appel
music,The Forty-Year-Old Version,72,99,"Radha, a down-on-her-luck NY playwright, is desperate for a breakthrough before 40. But when she foils what seems like her last shot at success, she's left with no choice but to reinvent herself as rapper RadhaMUSPrime. The Forty-Year-Old Version follows Radha as she vacillates between the worlds of Hip Hop and theater on a quest to find her true voice.",Radha Blank
music,Tár,74,91,"From writer-producer-director Todd Field comes TÁR, starring Cate Blanchett as Lydia Tár, the groundbreaking conductor of a major German Orchestra. We meet Tár at the height of her career, as she's preparing both a book launch and much-anticipated live performance of Mahler's Fifth Symphony. Over the ensuing weeks her life begins to unravel in a singularly modern way. The result is a searing examination of power, and its impact and durability in today's society.",Todd Field
special_interest,Vietnam: Fast Forward,96,86,"After years of war and occupation, a new generation of inspiring entrepreneurs sets out to pursue their personal dreams while pushing Vietnam forward onto the world stage.",Eladio Arvelo
short,The Wonderful Story of Henry Sugar,81,95,The Wonderful Story of Henry Sugar: A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling. Extremely faithfully adapted from Roald Dahl’s long short story.,Wes Anderson
short,Strange Way of Life,55,76,"A man rides a horse across the desert that separates him from Bitter Creek. He comes to visit Sheriff Jake. Twenty-five years earlier, both the sheriff and Silva, the rancher who rides out to meet him, worked together as hired gunmen. Silva visits him with the excuse of reuniting with his friend from his youth, and they do indeed celebrate their meeting, but the next morning Sheriff Jake tells him that the reason for his trip is not to go down the memory lane of their old friendship.",Pedro Almodóvar
short,A Recipe for Seduction,59,73,"As the holidays draw near, a young heiress contends with the affections of a suitor who has been hand-picked by her mother. When a handsome chef arrives with a secret recipe and a dream, he sets in motion a series of events that unravel her plans.","Eric Eckelman, Armand Prisco, Natalie Prisco"
variety,A Very Murray Christmas,38,68,"When a blizzard shuts down the production of Bill Murray's live holiday broadcast, he makes the best of the situation by singing and celebrating with friends.",Sofia Coppola
variety,2023: Back That Year Up,60,,"In 2023: Back That Year Up with Kevin Hart and Kenan Thompson, the comedy duo will cover some of the biggest moments from this year. Hart and Thompson will deliver an unfiltered take on pop culture, sports, social media, and politics with their irreverent humor, inimitable charm, and hilarious points of view.",Leslie Small
variety,Harmonious Live!,,,"In honor of World Music Day, Disney+ in the U.S. and Canada will livestream ""Harmonious Live!,"" a special performance of the EPCOT nighttime spectacular at Walt Disney World, on Tuesday, June 21 at 6pm PT / 9pm ET. Hosted by Tony Award-winning performer, actress, singer-songwriter, and philanthropist Idina Menzel (""Frozen,"" ""Frozen 2"") with special guest Auli'i Cravalho (""Moana""), the live event from Disney Branded Television celebrates the transcendent power of music with a medley of classic Disney music reinterpreted by a culturally diverse group of 240 artists from all around the world, all performed by a live orchestra and ensemble of international vocalists.",N/A
variety,A Very Demi Holiday Special,77,,"A heartwarming, captivating special featuring music and plenty of out-of-this-world surprises, A VERY DEMI HOLIDAY SPECIAL will fill your home and heart with a very Demi twist on the festive spirit. Demi has invited some of her friends to help her celebrate the holidays.",Joe Demaio
variety,Mariah Carey's Magical Christmas Special,80,86,"Faced with a holiday cheer crisis, the North Pole knows there's only one person who can save the day: Santa's great friend, Mariah Carey. Combining musical performances, dynamic dancing and groundbreaking animation, the undisputed Queen of Christmas jumps into action to create a holiday spectacular to make the whole world merry.","Hamish Hamilton, Roman Coppola"
variety,Celebremos: Eterna Navidad,,,"Enjoy cheerful music, celebrity secrets, and delicious ""Nochebuena"" cooking recipes as you experience a holiday special unlike anything you've seen before. CELEBREMOS: ETERNA NAVIDAD, a star-studded comedy and musical event featuring worldly renowned Latinx talent will premiere on the premium Spanish-language streaming service, Pantaya, on December 4.",N/A
western,The Power of the Dog,76,94,"Severe, pale-eyed, handsome, Phil Burbank is brutally beguiling. All of Phil's romance, power and fragility is trapped in the past and in the land: He can castrate a bull calf with two swift slashes of his knife; he swims naked in the river, smearing his body with mud. He is a cowboy as raw as his hides. The year is 1925. The Burbank brothers are wealthy ranchers in Montana. At the Red Mill restaurant on their way to market, the brothers meet Rose, the widowed proprietress, and her impressionable son Peter. Phil behaves so cruelly he drives them both to tears, reveling in their hurt and rousing his fellow cowhands to laughter -- all except his brother George, who comforts Rose then returns to marry her. As Phil swings between fury and cunning, his taunting of Rose takes an eerie form -- he hovers at the edges of her vision, whistling a tune she can no longer play. His mockery of her son is more overt, amplified by the cheering of Phil's cowhand disciples. Then Phil appears to take the boy under his wing. Is this latest gesture a softening that leaves Phil exposed, or a plot twisting further into menace?",Jane Campion
western,Hell or High Water,88,97,"Toby is a divorced father who's trying to make a better life for his son. His brother Tanner is an ex-convict with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch. Standing in their way is Marcus, a Texas Ranger who's only weeks away from retirement. As the siblings plot their final robbery, they must also prepare for a showdown with a crafty lawman who's not ready to ride off into the sunset.",David Mackenzie
western,Butcher's Crossing,47,74,"Based on the seminal novel by John Edward Williams, Gabe Polsky's epic frontier adventure, Butcher's Crossing, is a riveting commentary on human nature, ambition, masculinity, and man's relationship to his natural environment. Academy Award™ winner Nicolas Cage (1996, Best Actor, Leaving Las Vegas) stars in a gritty story about buffalo hunters in the Old West. Will Andrews (Fred Hechinger) has left Harvard to find adventure. He teams up with Miller (Cage), a mysterious frontiersman offering an unprecedented number of buffalo pelts in a secluded valley. Their crew must survive an arduous journey where the harsh elements will test everyone's resolve, leaving their sanity on a knife's edge.",Gabe Polsky
western,The Hateful Eight,77,75,"While racing toward the town of Red Rock in post-Civil War Wyoming, bounty hunter John ""The Hangman"" Ruth (Kurt Russell) and his fugitive prisoner (Jennifer Jason Leigh) encounter another bounty hunter (Samuel L. Jackson) and a man who claims to be a sheriff. Hoping to find shelter from a blizzard, the group travels to a stagecoach stopover located on a mountain pass. Greeted there by four strangers, the eight travelers soon learn that they may not make it to their destination after all.",Quentin Tarantino
western,The Revenant,84,78,"While exploring the uncharted wilderness in 1823, frontiersman Hugh Glass (Leonardo DiCaprio) sustains life-threatening injuries from a brutal bear attack. When a member (Tom Hardy) of his hunting team kills his young son (Forrest Goodluck) and leaves him for dead, Glass must utilize his survival skills to find a way back to civilization. Grief-stricken and fueled by vengeance, the legendary fur trapper treks through the snowy terrain to track down the man who betrayed him.",Alejandro González Iñárritu
western,Bone Tomahawk,74,91,"In the Old West, a sheriff (Kurt Russell), his deputy (Richard Jenkins), a gunslinger (Matthew Fox),and a cowboy (Patrick Wilson) embark on a mission to rescue three people from a savage group of cave dwellers.",S. Craig Zahler
western,The Harder They Fall,93,88,"When outlaw Nat Love (Jonathan Majors) discovers that his enemy Rufus Buck (Idris Elba) is being released from prison he rounds up his gang to track Rufus down and seek revenge. Those riding with him in this assured, righteously new school Western include his former love Stagecoach Mary (Zazie Beetz), his right and left hand men--hot-tempered Bill Pickett (Edi Gathegi) and fast drawing Jim Beckwourth (R.J. Cyler)--and a surprising adversary-turned-ally. Rufus Buck has his own fearsome crew, including ""Treacherous"" Trudy Smith (Regina King) and Cherokee Bill (LaKeith Stanfield), and they are not a group that knows how to lose.",Jeymes Samuel
western,The Ballad of Buster Scruggs,78,89,An anthology of six short films that take place in 19th-century post-Civil War era during the settling of the Old West.,"Joel Coen, Ethan Coen"
western,Unforgiven,93,96,"When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel workers post a reward for their murder, much to the displeasure of sheriff Little Bill Daggett (Gene Hackman), who doesn't allow vigilantism in his town. Two groups of gunfighters, one led by aging former bandit William Munny (Clint Eastwood), the other by the florid English Bob (Richard Harris), come to collect the reward, clashing with each other and the sheriff.",Clint Eastwood
western,True Grit,85,95,"After an outlaw named Tom Chaney (Josh Brolin) murders her father, feisty 14-year-old farm girl Mattie Ross (Hailee Steinfeld) hires Rooster Cogburn (Jeff Bridges), a boozy, trigger-happy lawman, to help her find Chaney and avenge her father. The bickering duo are not alone in their quest, for a Texas Ranger named LaBoeuf (Matt Damon) is also tracking Chaney for reasons of his own. Together the unlikely trio ventures into hostile territory to dispense some Old West justice.","Joel Coen, Ethan Coen"
western,Cowboys & Aliens,43,44,"Bearing a mysterious metal shackle on his wrist, an amnesiac gunslinger (Daniel Craig) wanders into a frontier town called Absolution. He quickly finds that strangers are unwelcome, and no one does anything without the approval of tyrannical Col. Dolarhyde (Harrison Ford). But when Absolution faces a threat from beyond Earth, the stranger finds that he is its only hope of salvation. He unites townspeople, outlaws and Apache warriors against the alien forces in an epic battle for survival.",Jon Favreau
western,Seraphim Falls,53,57,"Gideon (Pierce Brosnan), a former Union officer, finds himself the prey of a manhunt led by Carver (Liam Neeson), Gideon's Civil-War nemesis. Carver blames Gideon for a horrible war crime and refuses to give up the chase until his vengeance is complete. Gideon, though wounded, manages to stay one step ahead of his pursuers, until he and his mortal enemy meet in a final inevitable showdown.",David Von Ancken
western,The Magnificent Seven,71,64,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm (Denzel Washington) for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",Antoine Fuqua
western,Strange Way of Life,55,76,"A man rides a horse across the desert that separates him from Bitter Creek. He comes to visit Sheriff Jake. Twenty-five years earlier, both the sheriff and Silva, the rancher who rides out to meet him, worked together as hired gunmen. Silva visits him with the excuse of reuniting with his friend from his youth, and they do indeed celebrate their meeting, but the next morning Sheriff Jake tells him that the reason for his trip is not to go down the memory lane of their old friendship.",Pedro Almodóvar
western,In a Valley of Violence,51,78,"A mysterious drifter (Ethan Hawke) and his dog journey toward Mexico through the barren desert of the Old West. Hoping to shorten their trip, they cut through a large valley, landing in the forgotten town of Denton -- a place now known as a valley of violence. The once-popular mining town is nearly abandoned and controlled by a group of misfits and nitwits, including the seemingly untouchable Gilly (James Ransone), the troublemaking son of the town's difficult marshal.",Ti West
western,The Old Way,70,32,"Academy Award® winner Nicolas Cage stars in his first-ever Western as Colton Briggs, a cold-blooded gunslinger turned respectable family man. When an outlaw and his gang put Colton and his family in peril, Colton is forced to take up arms with an unlikely partner -- his 12-year-old daughter (Ryan Kiera Armstrong) -- in this action-filled film that builds toward its fateful showdown with pulse-pounding suspense.",Brett Donowho
western,The Ridiculous 6,36,0,"White Knife, an orphan raised by Native Americans, discovers that five outlaws are actually his half-brothers. Together, they set out to save their wayward father.",Frank Coraci
western,Blood & Gold,68,85,"At the bitter end of World War II, a German deserter and a young woman are drawn into bloody battle with a group of Nazis hunting for hidden gold.",Peter Thorwarth
western,Old Henry,92,95,"Old Henry is an action-Western about a widowed farmer and his son who warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide whom to trust. Defending against a siege of his homestead, he reveals a talent for gunslinging that surprises everyone, calling his true identity into question.",Potsy Ponciroli
musical,Wish,81,48,"Walt Disney Animation Studios' ""Wish"" is an all-new musical-comedy welcoming audiences to the magical kingdom of Rosas, where Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force--a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe--the ruler of Rosas, King Magnifico--to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.","Chris Buck, Fawn Veerasunthorn"
musical,Wonka,91,82,"Based on the extraordinary character at the center of Charlie and the Chocolate Factory, Roald Dahl’s most iconic children's book and one of the best-selling children's books of all time, ""Wonka"" tells the wondrous story of how the world's greatest inventor, magician and chocolate-maker became the beloved Willy Wonka we know today.",Paul King
musical,Mean Girls,62,69,"From the comedic mind of Tina Fey comes a new twist on the modern classic, MEAN GIRLS. New student Cady Heron (Angourie Rice) is welcomed into the top of the social food chain by the elite group of popular girls called ""The Plastics,"" ruled by the conniving queen bee Regina George (Reneé Rapp) and her minions Gretchen (Bebe Wood) and Karen (Avantika). However, when Cady makes the major misstep of falling for Regina's ex-boyfriend Aaron Samuels (Christopher Briney), she finds herself prey in Regina's crosshairs. As Cady sets to take down the group's apex predator with the help of her outcast friends Janis (Auli'i Cravalho) and Damian (Jaquel Spivey), she must learn how to stay true to herself while navigating the most cutthroat jungle of all: high school.","Samantha Jayne, Arturo Perez Jr."
musical,This Is Me... Now: A Love Story,75,75,"This Is Me... Now: A Love Story is like nothing you've ever seen from Jennifer Lopez. Alongside director Dave Meyers, Jennifer has created a narrative-driven cinematic odyssey, steeped in mythological storytelling and personal healing. Dropping in tandem with her first studio album in a decade, this genre-bending Amazon original showcases her journey to love through her own eyes. With fantastical costumes, breathtaking choreography, and star-studded cameos, this panorama is an introspective retrospective of Jennifer's resilient heart.",Dave Meyers
musical,La La Land,81,91,"Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",Damien Chazelle
musical,The Little Mermaid,94,67,"The youngest of King Triton's daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. While mermaids are forbidden to interact with humans, Ariel must follow her heart. She makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life -- and her father's crown -- in jeopardy.",Rob Marshall
musical,The Greatest Hits,67,48,"Harriet (Lucy Boynton) finds art imitating life when she discovers certain songs can transport her back in time -- literally. While she relives the past through romantic memories of her former boyfriend (David Corenswet), her time traveling collides with a burgeoning new love interest in the present (Justin H. Min). As she takes her journey through the hypnotic connection between music and memory, she wonders -- even if she could change the past, should she?",Ned Benson
musical,Cinderella,58,41,"Cinderella is a musically-driven bold new take on the traditional story you grew up with. Our heroine (Camila Cabello) is an ambitious young woman, whose dreams are bigger than the world will allow, but with the help of her Fab G (Billy Porter), she is able to persevere and make her dreams come true.",Kay Cannon
musical,The Color Purple,95,81,"A story of love and resilience based on the novel and the Broadway musical, THE COLOR PURPLE is a decades-spanning tale of one woman's journey to independence. Celie faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood.",Blitz Bazawule
musical,The Greatest Showman,86,57,"Growing up in the early 1800s, P.T. Barnum displays a natural talent for publicity and promotion, selling lottery tickets by age 12. After trying his hands at various jobs, P.T. turns to show business to indulge his limitless imagination, rising from nothing to create the Barnum & Bailey circus. Featuring catchy musical numbers, exotic performers and daring acrobatic feats, Barnum's mesmerizing spectacle soon takes the world by storm to become the greatest show on Earth.",Michael Gracey
musical,Moana,89,95,"An adventurous teenager sails out on a daring mission to save her people. During her journey, Moana meets the once-mighty demigod Maui, who guides her in her quest to become a master way-finder. Together they sail across the open ocean on an action-packed voyage, encountering enormous monsters and impossible odds. Along the way, Moana fulfills the ancient quest of her ancestors and discovers the one thing she always sought: her own identity.","John Musker, Ron Clements"
musical,Leo,90,82,"Actor and comedian Adam Sandler (Hotel Transylvania, The Wedding Singer) delivers signature laughs in this coming-of-age animated musical comedy about the last year of elementary school -- as seen through the eyes of a class pet. Jaded 74-year-old lizard Leo (Sandler) has been stuck in the same Florida classroom for decades with his terrarium-mate turtle (Bill Burr). When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students -- including an impossibly mean substitute teacher. It ends up being the strangest but most rewarding bucket list ever....","Robert Marianetti, Robert Smigel, David Wachtenheim"
musical,Aladdin,94,57,"Aladdin is a lovable street urchin who meets Princess Jasmine, the beautiful daughter of the sultan of Agrabah. While visiting her exotic palace, Aladdin stumbles upon a magic oil lamp that unleashes a powerful, wisecracking, larger-than-life genie. As Aladdin and the genie start to become friends, they must soon embark on a dangerous mission to stop the evil sorcerer Jafar from overthrowing young Jasmine's kingdom.",Guy Ritchie
musical,Encanto,93,91,"The Madrigals are an extraordinary family who live hidden in the mountains of Colombia in a charmed place called the Encanto. The magic of the Encanto has blessed every child in the family with a unique gift -- every child except Mirabel. However, she soon may be the Madrigals last hope when she discovers that the magic surrounding the Encanto is now in danger.","Jared Bush, Byron Howard"
